,Unnamed: 0.1,Unnamed: 0,School Name,Coordinates,Address,School Type,latitude,longitude,District,Address3
413,,416,مدارس ثانوية قرطبة الأهلية,,"8455 Dirab Branch Rd, 3028, Uqadh, Riyadh 14723",School,24.5354384,46.6577682, 3028, 3028
414,,417,School conciliation Elementary,,"3629, Riyadh 14969",School,24.4981617,46.6276432, Riyadh 14969, Riyadh 14969
415,,418,ثانوية طويق للبنات Twaiq secondary school,,"2533 Wadi Al Amlah, Al Hada, 8183, Riyadh 12913",School,24.664768,46.6218695, Al Hada, Al Hada
416,,419,مدرسة الشيخ عبدالله ابن عقيل النسائية,,"Al Watan, Al Hada, Riyadh 12913",School,24.661482,46.6230403, Al Hada, Al Hada
417,,420,مدارس الطلائع الاهلية قسم البنين,,"MJVR+2V6, Umm Al Hamam Al Gharbi, Riyadh 12327",School,24.6925317,46.6418545, Umm Al Hamam Al Gharbi, Umm Al Hamam Al Gharbi
418,,421,ابتدائية امامة بنت حمزة اسكان الحرس بديراب,,"FJP2+M6Q، Unnamed Road, ضاحية نمار،, Riyadh 14973",School,24.486704,46.6003253, ضاحية نمار،, ضاحية نمار،
419,,422,Anwar Almajd International School,,"8736 At Tuyur, Al Maather, Riyadh 12721",School,24.6740624,46.6613578, Al Maather, Al Maather
420,,423,Words International School,,"JMCG+JJH, Al Badi'ah, Riyadh 12746",School,24.6215713,46.6763177, Al Badi'ah, Al Badi'ah
421,,424,المدرسة الإبتدائية الثانية والثمانون,,"6164 Samahat Ash Shaikh Abdulaziz Ibn Baz St, Al Badi'ah, Riyadh 12755",Elementary school,24.6146783,46.6744038, Al Badi'ah, Al Badi'ah
422,,425,Rowad Attarbiah School,,"3373 معاوية بن ابي سفيان, Dhahrat Al Badi'ah, 8648, Riyadh 12782",School,24.6056718,46.6575723, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
423,,426,Khwarizmi Elementary School,,"4053 Zain Al Amna, 7647, Dhahrat Al Badi'ah, Riyadh 12981",School,24.5952061,46.644477, 7647, 7647
424,,427,Schools Private glory,,"خلف قصر القلعة للإحتفالات، شارع عائشة بنت أبي بكر, Dhahrat Al Badi'ah, Riyadh 12981",School,24.5980495,46.6452232, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
425,,428,مدرسة الحياة النسائية لتحفيظ القرآن الكريم,,"3817 القاضي التلمساني، 8734, Riyadh 12782",Religious school,24.6058973,46.6613786, Riyadh 12782, Riyadh 12782
426,,429,مدرسة تحفيظ القرآن الكريم الأولى الابتدائية,,"4053 Zain Al Amna, Dhahrat Al Badi'ah, Riyadh 12981",Religious school,24.5952305,46.644452, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
427,,430,Elementary School (240) Girls,,"3745 المنذر البلوطي، ظهرة البديعة الرياض 12782 8307 Al Mundhir Al Balluti, 8307, Dhahrat Al Badi'ah, Riyadh 12782",School,24.6015495,46.6599065, 8307, 8307
428,,431,National Schools nujaba,,"6392 Umar Ibn Dhar, Al Badi'ah, Riyadh 12773",School,24.6074272,46.6778249, Al Badi'ah, Al Badi'ah
429,,432,مدارس رواد الإبداع الاهلية,,"Muawiyah Ibn Abi Sufyan Road, Dhahrat Al Badi'ah, Riyadh 12784",School,24.6000458,46.6485189, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
430,,433,Schools Private glory,,"خلف قصر القلعة للإحتفالات، شارع عائشة بنت أبي بكر, Dhahrat Al Badi'ah, Riyadh 12981",School,24.5980495,46.6452232, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
431,,434,مدرسة زيد بن ثابت الابتدائية,,"3055 Ali Al Ansari, 3055, Namar, 6641، Riyadh 14962",School,24.5665023,46.682019, 3055, 3055
432,,435,Medium Civil Glory Namar Branch,,"HM99+F85, Namar, Riyadh 14963",School,24.5686335,46.6680514, Namar, Namar
433,,436,Sixty-six middle school,,"HMMX+P8Q, Southern Ring Branch Rd, Namar, Riyadh 14961",School,24.5843351,46.6980756, Southern Ring Branch Rd, Southern Ring Branch Rd
434,,437,Suyuti Intermediate Boys School,,"HM8J+JW5, Ali Al Ansari, Namar, Riyadh 14962",Public educational institution,24.5665019,46.6820507, Ali Al Ansari, Ali Al Ansari
435,,438,Almajd Schools,,"Saletet Bin Qeis, Alhazm, Riyadh 14963",Private educational institution,24.5685558,46.6679002, Alhazm, Alhazm
436,,439,Schools kindergarten civil leaders,,"4094 Saad Bin Ateeq, As Suwaidi, 7894, Riyadh 12787",Private educational institution,24.5984286,46.6641634, As Suwaidi, As Suwaidi
437,,440,Elementary School ninth,,"4640 Al Munajji, Namar, Riyadh 14961",School,24.5842995,46.6973545, Namar, Namar
438,,441,ثانوية الرشد-بنين,,"2391 سليط بن قيس، نمار الرياض 14962 7300 Salit Ibn Qays, 7300, Namar, Riyadh 14962",School,24.5726839,46.6753849, 7300, 7300
439,,442,Schools kindergarten civil leaders,,"4094 Saad Bin Ateeq, As Suwaidi, 7894, Riyadh 12787",Private educational institution,24.5984286,46.6641634, As Suwaidi, As Suwaidi
440,,443,Majority girls' schools,,"2213 شمس الدين بن خلكان، السويدي الرياض 12795 7237 Shams Ad Din Ibn Khalkan, 7237, As Suwaidi, Riyadh 12795",School,24.5812342,46.6600519, 7237, 7237
441,,444,Middle school Suwaidi District,,"HMP5+7RC, As Suwaidi, Riyadh 12788",School,24.5856791,46.6592088, As Suwaidi, As Suwaidi
442,,445,مجمع آفاق السويدي للبنين والبنات,,"Badi Az Zaman Al Hamathani, Az Zahrah, Riyadh 12983",Private educational institution,24.5815978,46.645451, Az Zahrah, Az Zahrah
443,,446,مدارس التقوى الأهلية,,"HMXV+G8J, As Suwaidi, Riyadh 12791",Elementary school,24.5988372,46.6929552, As Suwaidi, As Suwaidi
444,,447,مدرسة 204 الابتدائية - بنات,,"7773 Ibn Al Souqail، 4542، 4542, Riyadh 12786",School,24.5973249,46.6685666, Riyadh 12786, Riyadh 12786
445,,448,Secondary Musa Bin Naseer,,"Najm Al Din Al Ayoubi, As Suwaidi, Riyadh 12795",High school,24.5818812,46.6638589, As Suwaidi, As Suwaidi
446,,449,مدارس رواد التربية,,"HM94+W23, As Suwaidi, Riyadh 12786",School,24.5697524,46.6547468, As Suwaidi, As Suwaidi
447,,450,Modern Education International Schools,,"Marwan Ibn Said, As Suwaidi, Riyadh 12776",School,24.6027263,46.6801238, As Suwaidi, As Suwaidi
448,,451,مجمع مدارس جيل التربية الاهلية بنين,,"An Nahr, Al Uraija, Riyadh 12763",School,24.6280142,46.652386, Al Uraija, Al Uraija
449,,452,مدارس المجد الأهلية (مجمع العريجاء),,"Talhat Ibn Amr, Aluraija Al Gharbiyah, Riyadh 14921",Private educational institution,24.5776779,46.6015993, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
450,,453,National Schools nujaba,,"6392 Umar Ibn Dhar, Al Badi'ah, Riyadh 12773",School,24.6074272,46.6778249, Al Badi'ah, Al Badi'ah
451,,454,Al-Majd Private Schools for Girls Complex,,"Bilal Ibn Rabah، العريجاء الغربية،, Riyadh",Private educational institution,24.5893358,46.605067, Riyadh, Riyadh
452,,455,Modern Education International Schools,,"Marwan Ibn Said, As Suwaidi, Riyadh 12776",School,24.6027263,46.6801238, As Suwaidi, As Suwaidi
453,,456,Imam Aldawah Elementary School,,"JJ3C+33W, Oyoun Al Jawaa, Al Uraija Al Wusta, Riyadh 12973",Elementary school,24.602733,46.6199107, Oyoun Al Jawaa, Oyoun Al Jawaa
454,,457,Medina Elementary School,,"Adma, As Suwaidi, Riyadh 12792",Elementary school,24.5965683,46.6855163, As Suwaidi, As Suwaidi
455,,458,Eyas ibn Moawiah Elementary School,,"3959 الخشيبي، 7967, Aluraija Al Gharbiyah, Riyadh 12975",School,24.5953955,46.6105254, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
456,,459,Abi Amr Al Danni Elementary School,,"JH2X+3M3, Burisah, Aluraija Al Gharbiyah, Riyadh 12964",Elementary school,24.6001395,46.5988631, Burisah, Burisah
457,,460,Hammad ibn Salamah Primary School,,"7234 Bilal Ibn Rabah, Aluraija Al Gharbiyah, Riyadh 14921",Elementary school,24.5836614,46.593441, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
458,,461,مدارس أفاق البديعة الاهلية القسم الابتدائي بنين,,"HJG5+PR8, As Suwaidi Al Gharabi, Riyadh 12992",School,24.5767759,46.6092859, As Suwaidi Al Gharabi, As Suwaidi Al Gharabi
459,,462,Afaq Al Badi'ah Secondary School,,"HJG6+XH8, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, As Suwaidi Al Gharabi, Riyadh 12992",Private educational institution,24.5774202,46.6111443, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman
460,,463,Hammad ibn Salamah Primary School,,"7234 Bilal Ibn Rabah, Aluraija Al Gharbiyah, Riyadh 14921",Elementary school,24.5836614,46.593441, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
461,,464,Schools kindergarten civil leaders,,"4094 Saad Bin Ateeq, As Suwaidi, 7894, Riyadh 12787",Private educational institution,24.5984286,46.6641634, As Suwaidi, As Suwaidi
462,,465,مجمع آفاق السويدي للبنين والبنات,,"Badi Az Zaman Al Hamathani, Az Zahrah, Riyadh 12983",Private educational institution,24.5815978,46.645451, Az Zahrah, Az Zahrah
463,,466,مدارس براعم السعودية,,"7469 Al Khalifah Al Naser Li deen Allah, 4471, As Suwaidi Al Gharabi, Riyadh 12993",School,24.5737502,46.6292155, 4471, 4471
464,,467,Medina Elementary School,,"Adma, As Suwaidi, Riyadh 12792",Elementary school,24.5965683,46.6855163, As Suwaidi, As Suwaidi
465,,468,ثانوية الثغر النموذجية الأهلية,,"As Suwaidi Al Gharabi, Riyadh 12994",Charter school,24.5655496,46.6342592, Riyadh 12994, Riyadh 12994
466,,469,Middle school Suwaidi District,,"HMP5+7RC, As Suwaidi, Riyadh 12788",School,24.5856791,46.6592088, As Suwaidi, As Suwaidi
467,,470,বাবা কেনো চাকর,,"Al Uraija, 6822, 4009, Riyadh 12763",School,24.6303358,46.653933, 6822, 6822
468,,471,School Malik bin Anas,,"3215 الشهرة, Al Uraija, Riyadh 12755",School,24.6243983,46.6689519, Al Uraija, Al Uraija
469,,472,সাগর ৮৪৮৬৬,,"Al Uraija, 6892, 4002, Riyadh 12763",School,24.6314267,46.6537356, 6892, 6892
470,,473,المدرسه 135,,"4012 Dahuk, Aluraija Al Gharbiyah, Riyadh 12975",School,24.5970875,46.6147459, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
471,,474,Imam Aldawah Elementary School,,"JJ3C+33W, Oyoun Al Jawaa, Al Uraija Al Wusta, Riyadh 12973",Elementary school,24.602733,46.6199107, Oyoun Al Jawaa, Oyoun Al Jawaa
472,,475,Eyas ibn Moawiah Elementary School,,"3959 الخشيبي، 7967, Aluraija Al Gharbiyah, Riyadh 12975",School,24.5953955,46.6105254, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
473,,476,Eyas ibn Moawiah Elementary School,,"3959 الخشيبي، 7967, Aluraija Al Gharbiyah, Riyadh 12975",School,24.5953982,46.6105254, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
474,,477,Elementary Abu Bakr bin Ayyash for the memorization of the Koran,,"HJV6+W88, Wadi Zaymar, Aluraija Al Gharbiyah, Riyadh 12975",School,24.5947836,46.6105357, Wadi Zaymar, Wadi Zaymar
475,,478,مدارس جيل المجد العالمية(Girl Building),,"7015 Abdullah Ibn Az zayyat, Umm Al Hamam Al Sharqi, Riyadh 12321",School,24.6840535,46.6648525, Umm Al Hamam Al Sharqi, Umm Al Hamam Al Sharqi
476,,479,مدارس الطلائع الاهلية قسم البنين,,"MJVR+2V6, Umm Al Hamam Al Gharbi, Riyadh 12327",School,24.6925317,46.6418545, Umm Al Hamam Al Gharbi, Umm Al Hamam Al Gharbi
477,,480,مدارس فواق العالمية,,"5205، ريداء، أم الحمام الشرقي 12321, Riyadh 5205",School,24.6764241,46.6607917, Riyadh 5205, Riyadh 5205
478,,481,مدارس الابتهاج الأهلية,,"Abi Kaab، 7338 ابي كعب، 3029, Riyadh 12324",Elementary school,24.6868163,46.6395343, Riyadh 12324, Riyadh 12324
479,,482,مدرسة ابن عباس الابتدائية,,"7814 Khalf Al Fara, Umm Al Hamam Al Gharbi, Riyadh 12327",Elementary school,24.6911121,46.6450957, Umm Al Hamam Al Gharbi, Umm Al Hamam Al Gharbi
480,,483,مدرسة 105 الإبتدائية للبنات,,"7517 Umm Al Hamam St, Umm Al Hamam Al Sharqi, Riyadh 12323",School,24.688318,46.651139, Umm Al Hamam Al Sharqi, Umm Al Hamam Al Sharqi
481,,484,Horizon International School,,"Abdullah Alanqari St, Al Wurud, Riyadh 12252",School,24.7247629,46.6850794, Al Wurud, Al Wurud
482,,485,Shubra Primary School,,"HMVR+746, Abd Al Rahman Ibn Dinar, Ad Duraihimiyah, Riyadh 12792",Elementary school,24.5931585,46.6899768, Abd Al Rahman Ibn Dinar, Abd Al Rahman Ibn Dinar
483,,486,Elementary school girls Seventy percent,,"HMMG+WF3, Al Ibbad, Shubra, Riyadh 12794",Elementary school,24.5847654,46.675864, Al Ibbad, Al Ibbad
484,,487,مدرسة إبن خزيمة الإبتدائية بنين,,"HMMJ+3FR, Muhammad Ibn Hulayl, Shubra, Riyadh 12798",School,24.5827311,46.6808526, Muhammad Ibn Hulayl, Muhammad Ibn Hulayl
485,,488,The High School 146 for Girls,,"Tamim Ad Dari, Shubra, Riyadh 12799",Higher secondary school,24.5775766,46.6695782, Shubra, Shubra
486,,489,منارات اليمامه متوسط وثانوي,,"HMH9+JXP, Shubra, Riyadh 12795",School,24.5790943,46.6696448, Shubra, Shubra
487,,490,The Primary School 316 for Girls,,"HMH9+3M9, Tamim Ad Dari, Shubra, Riyadh 12799",Elementary school,24.5776735,46.6689378, Tamim Ad Dari, Tamim Ad Dari
488,,491,Altaqwa Schools,,"2920 Ibn Al Milh, Shubra, Riyadh 12799",Middle school,24.5734179,46.666726, Shubra, Shubra
489,,492,مدرسة 392 الإبتدائية,,"5312 الأحمدية، هجرة لبن،, Riyadh 12935",School,24.636996,46.6198957, Riyadh 12935, Riyadh 12935
490,,493,Altaqwa Schools,,"2920 Ibn Al Milh, Shubra, Riyadh 12799",Middle school,24.5734179,46.666726, Shubra, Shubra
491,,494,School of the Nation's Leaders,,"Western Ring Rd, Dhahrat Laban, Riyadh 13782",Elementary school,24.638239,46.5697121, Dhahrat Laban, Dhahrat Laban
492,,495,مدارس الأحمدية الأهلية,,"الرائد-لبن - مقابل قصر الأمير بندر بن عبدالعزيز،, Riyadh 12935",School,24.636319,46.5915038, Riyadh 12935, Riyadh 12935
493,,496,مدارس مواهب الرياض,,"Najran, Dhahrat Laban, Riyadh 11564",School,24.6351018,46.5489791, Dhahrat Laban, Dhahrat Laban
494,,497,مدارس السكب العالمية,,"العشيرة, Dhahrat Laban, Riyadh 12553",Educational institution,24.6552812,46.5840992, Dhahrat Laban, Dhahrat Laban
495,,498,مدارس همم عالية الأهلية,,"Al Rabeya, Hijratlaban, Riyadh 11564",School,24.6376724,46.5883783, Hijratlaban, Hijratlaban
496,,500,Uqbah bin Amro Elementary School,,"6303 Al Halaqa, Hijratlaban, Riyadh 12936",School,24.632443,46.6070903, Hijratlaban, Hijratlaban
497,,502,مدرسة العصماء,,"6410 Muhammad Ibn Khalifah, Al Fakhiriyyah, 2786، Riyadh 12737",School,24.6372216,46.6772033, Al Fakhiriyyah, Al Fakhiriyyah
498,,503,Uqbah bin Amro Elementary School,,"6303 Al Halaqa, Hijratlaban, Riyadh 12936",School,24.632443,46.6070903, Hijratlaban, Hijratlaban
499,,504,دار الذكر النسائية لتحفيظ القرآن الكريم بحي الفاخرية,,"7301 Yazid At Tamimi, Al Fakhiriyyah, Riyadh 12736",School,24.6458562,46.6833356, Al Fakhiriyyah, Al Fakhiriyyah
500,,505,Harith bin aos Middle School boys,,"4497 الحصون, Hijratlaban، هجرة لبن،, Riyadh 12934",School,24.6443384,46.6116236, Hijratlaban، هجرة لبن،, Hijratlaban، هجرة لبن،
501,,506,مدرسة 392 الإبتدائية,,"5312 الأحمدية، هجرة لبن،, Riyadh 12935",School,24.636996,46.6198957, Riyadh 12935, Riyadh 12935
502,,507,مدرسة,,"HHJX+G9F, Ar Rabbah, الربوة، Riyadh 14921",High school,24.581441,46.5981333, Ar Rabbah, Ar Rabbah
503,,508,Schools beacons of Education,,"سفيان بن الحكم, Alawali, Riyadh 14926",Elementary school,24.5572001,46.5884666, Alawali, Alawali
504,,509,Hammad ibn Salamah Primary School,,"7234 Bilal Ibn Rabah, Aluraija Al Gharbiyah, Riyadh 14921",Elementary school,24.5836614,46.593441, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
505,,510,Almajd Schools,,"Saletet Bin Qeis, Alhazm, Riyadh 14963",Private educational institution,24.5685558,46.6679002, Alhazm, Alhazm
506,,511,Medium Civil Glory Namar Branch,,"HM99+F85, Namar, Riyadh 14963",School,24.5685558,46.6679002, Namar, Namar
507,,512,مدارس المجد الأهلية (مجمع العريجاء),,"Talhat Ibn Amr, Aluraija Al Gharbiyah, Riyadh 14921",Private educational institution,24.5776779,46.6015993, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
508,,513,شركة مدارس البشائر,,"Western Ring Rd, طلحة بن عمرو, Riyadh",School,24.5770345,46.6003944, طلحة بن عمرو, طلحة بن عمرو
509,,514,Qahtani Shafyah Mubarak,,"FHQW+CXF, Dahiat Namar, Riyadh 14971",School,24.4885521,46.5971119, Dahiat Namar, Dahiat Namar
510,,515,مرسم لوحه و فن,,"2760 ابن عبدربه, Alawali، حي, 7302, Riyadh 14925",Middle school,24.5636481,46.6017128, Alawali، حي, Alawali، حي
511,,516,مدرسة ٢٠٦ الابتدائية بنات,,"4238 ام الهضاب، 6993, Aluraija Al Gharbiyah, Riyadh 14921",Elementary school,24.5815736,46.597756, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
512,,517,Afaq Al Badi'ah Secondary School,,"HJG6+XH8, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, As Suwaidi Al Gharabi, Riyadh 12992",Private educational institution,24.5774202,46.6111443, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman
513,,518,مدارس المجد الأهلية (مجمع العريجاء),,"Talhat Ibn Amr, Aluraija Al Gharbiyah, Riyadh 14921",Private educational institution,24.5776779,46.6015993, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
514,,519,Al-Majd Private Schools for Girls Complex,,"Bilal Ibn Rabah، العريجاء الغربية،, Riyadh",Private educational institution,24.5893358,46.605067, Riyadh, Riyadh
515,,520,Ibn Elwardiy Boys intermediate school,,"6585 Mahrah, Aluraija Al Gharbiyah, Riyadh 12978",School,24.5819651,46.6038131, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
516,,521,Afaq Al Badi'ah Secondary School,,"HJG6+XH8, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, As Suwaidi Al Gharabi, Riyadh 12992",Private educational institution,24.5774202,46.6111443, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman
517,,522,Hammad ibn Salamah Primary School,,"7234 Bilal Ibn Rabah, Aluraija Al Gharbiyah, Riyadh 14921",Elementary school,24.5836614,46.593441, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
518,,523,Eyas ibn Moawiah Elementary School,,"3959 الخشيبي، 7967, Aluraija Al Gharbiyah, Riyadh 12975",School,24.5953955,46.6105254, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
519,,524,That Al Salasil Elementary School for Boys,,"4513 Al Mouraqish Al Asghar, Aluraija Al Gharbiyah, Riyadh 14921",Elementary school,24.577682,46.600461, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
520,,525,مدرسة الإمام الطحاوي المتوسطة للبنين,,"6617 Asmaa Bint Abi Bakr, Aluraija Al Gharbiyah, 3687, Riyadh 14921",Middle school,24.5783511,46.5921603, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
521,,526,شركة مدارس البشائر,,"Western Ring Rd, طلحة بن عمرو, Riyadh",School,24.5770345,46.6003944, طلحة بن عمرو, طلحة بن عمرو
522,,527,مدارس أفاق البديعة الاهلية القسم الابتدائي بنين,,"HJG5+PR8, As Suwaidi Al Gharabi, Riyadh 12992",School,24.5767759,46.6092859, As Suwaidi Al Gharabi, As Suwaidi Al Gharabi
523,,528,Afaq Al Badi'ah Secondary School,,"HJG6+XH8, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, As Suwaidi Al Gharabi, Riyadh 12992",Private educational institution,24.5774202,46.6111443, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman, Muhammad Ibn Abd Al Latif Ibn Abd Al Rahman
524,,529,مدارس المجد الأهلية (مجمع العريجاء),,"Talhat Ibn Amr, Aluraija Al Gharbiyah, Riyadh 14921",Private educational institution,24.5776779,46.6015993, Aluraija Al Gharbiyah, Aluraija Al Gharbiyah
525,,530,مدارس رواد الإبداع الاهلية,,"Muawiyah Ibn Abi Sufyan Road, Dhahrat Al Badi'ah, Riyadh 12784",School,24.6000458,46.6485189, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
526,,531,Khwarizmi Elementary School,,"4053 Zain Al Amna, 7647, Dhahrat Al Badi'ah, Riyadh 12981",School,24.5952061,46.644477, 7647, 7647
527,,532,Jaafar Bin Abi Taalib Elementary School,,"7787 Al Shawiki, Dhahrat Al Badi'ah, Riyadh 12783",Elementary school,24.5976311,46.65685, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
528,,533,Rowad Attarbiah School,,"3373 معاوية بن ابي سفيان, Dhahrat Al Badi'ah, 8648, Riyadh 12782",School,24.6056718,46.6575723, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
529,,534,National Schools nujaba,,"6392 Umar Ibn Dhar, Al Badi'ah, Riyadh 12773",School,24.6074272,46.6778249, Al Badi'ah, Al Badi'ah
530,,535,مدرسة عبد الله الخليفي الابتدائية,,"HJPJ+WRW, Al Hasan An Nabulsi, Dhahrat Al Badi'ah, Riyadh 12982",School,24.5873641,46.6317792, Al Hasan An Nabulsi, Al Hasan An Nabulsi
531,,536,مدرسة تحفيظ القرآن الكريم الأولى الابتدائية,,"4053 Zain Al Amna, Dhahrat Al Badi'ah, Riyadh 12981",Religious school,24.5952305,46.644452, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
532,,537,Anwar Almajd International School,,"8736 At Tuyur, Al Maather, Riyadh 12721",School,24.6740624,46.6613578, Al Maather, Al Maather
533,,538,Khwarizmi Elementary School,,"4053 Zain Al Amna, 7647, Dhahrat Al Badi'ah, Riyadh 12981",School,24.5952061,46.644477, 7647, 7647
534,,539,مدارس مواهب الرياض,,"3420 ابو حدرية, Al Mathar Ash Shamali, Riyadh 12312",School,24.6774021,46.6769406, Al Mathar Ash Shamali, Al Mathar Ash Shamali
535,,540,Jana-Dan International School,,"Prince Sultan Ibn Abdulaziz, Al Mathar Ash Shamali, Riyadh 12321",School,24.682997,46.6719523, Al Mathar Ash Shamali, Al Mathar Ash Shamali
536,,541,مدرسة عكاظ الابتدائية - إدارة تعليم المعذر,,"RHOB6966، 4035 Ibn Rouzain, Al Olaya، 6966, Riyadh 12311",Primary school,24.6832912,46.6830619, Al Olaya، 6966, Al Olaya، 6966
537,,542,مدارس رواد الإبداع الاهلية,,"Muawiyah Ibn Abi Sufyan Road, Dhahrat Al Badi'ah, Riyadh 12784",School,24.6000458,46.6485189, Dhahrat Al Badi'ah, Dhahrat Al Badi'ah
538,,543,Bright Life International Schools,,"6704 Jebal Al Sarwat, Al Mathar Ash Shamali, Riyadh 12312",School,24.6811828,46.6757074, Al Mathar Ash Shamali, Al Mathar Ash Shamali
539,,544,الابتدائية الخامسة والتسعون,,"2528 Salem Al Lithi, Al Mathar Ash Shamali, Riyadh 12334",School,24.7006793,46.6584632, Al Mathar Ash Shamali, Al Mathar Ash Shamali
540,,545,مدرسة الشيخ محمد بن عبدالعزيز الراجحي النسائيه,,"4342 الامير طلال, Ar Rafiah, Riyadh 12753",Religious school,24.6391422,46.6668055, Ar Rafiah, Ar Rafiah
541,,546,مدرسة 95 الأبتدائية للبنات,,"وادي التسرير Wadi Al Tesrear St, 2439, Al Mathar Ash Shamali, Riyadh 12334",School,24.700566,46.6585029, 2439, 2439
542,,547,المتوسطة الحادية والثلاثون الرياض,,"PM25+CMF, Al Mathar Ash Shamali, Riyadh 12334",School,24.7010507,46.6588732, Al Mathar Ash Shamali, Al Mathar Ash Shamali
543,,548,Abu Bakr Al Siddiq Elementary School,,"Ar Rafiah, Riyadh 12751",School,24.6439211,46.66303, Riyadh 12751, Riyadh 12751
544,,549,Al Oruba International school,,"8021 محمد بن صاعد, Ar Rafiah, Riyadh 12751",International school,24.6420811,46.6570733, Ar Rafiah, Ar Rafiah
545,,550,Jana,,"PM25+CM7, Al Mathar Ash Shamali, Riyadh 12334",School,24.7010452,46.6588746, Al Mathar Ash Shamali, Al Mathar Ash Shamali
546,,551,AlOrouba Schools,,"JMHG+8MC, Prince Sattam Ibn Abd Al Aziz, Ar Rafiah, طريق, Riyadh 12755",School,24.6283174,46.6763511, Prince Sattam Ibn Abd Al Aziz, Prince Sattam Ibn Abd Al Aziz
547,,552,Al Tarbyah Al Islamyah Schools,,"6530 Al Qamra, Ar Rahmaniyyah, Riyadh 12342",Private educational institution,24.7094802,46.6609692, Ar Rahmaniyyah, Ar Rahmaniyyah
548,,553,الابتدائية الخامسة والتسعون,,"2528 Salem Al Lithi, Al Mathar Ash Shamali, Riyadh 12334",School,24.7006793,46.6584632, Al Mathar Ash Shamali, Al Mathar Ash Shamali
549,,554,"Pakistan International School English Section (PISES), Riyadh",,"PM24+GJR, Umm Al Hamam St, Al Mathar Ash Shamali, Riyadh 12334",School,24.7013729,46.6562195, Umm Al Hamam St, Umm Al Hamam St
550,,555,Schools beacons of Education,,"سفيان بن الحكم, Alawali, Riyadh 14926",Elementary school,24.5572001,46.5884666, Alawali, Alawali
551,,556,مدرسة عبدالرحمن الغافقي (الثانوي),,"ثانوية عبدالرحمن الغافقي، 3811 Saad Ath Thaqafi, Umm Al Hamam Al Gharbi, Riyadh 12328",School,24.698445,46.64744, Umm Al Hamam Al Gharbi, Umm Al Hamam Al Gharbi
552,,557,مدرسة أم الدرداء للطفولة المبكرة,,"حي، العوالي،، RKAA2991، 2991 أبي بكر بن حسين العيدروس، 6234،, Riyadh 14925،",School,24.5538529,46.6034591, Riyadh 14925،, Riyadh 14925،
553,,558,Daratassalam International DPS (Girls Section),,"2617 Umm Al Hamam St, Al Mathar Ash Shamali, Riyadh 12334",School,24.7020918,46.6585403, Al Mathar Ash Shamali, Al Mathar Ash Shamali
554,,559,(NEW) Indonesian Embassy School in Riyadh,,"8561 Abdullah Ibn Muammar, Umm Al Hamam Al Gharbi، 3536, Riyadh 12328",School,24.6979409,46.6445196, Umm Al Hamam Al Gharbi، 3536, Umm Al Hamam Al Gharbi، 3536
555,,560,متوسطة خالد بن يزيد,,"Alawali, Riyadh 14925",School,24.5535806,46.6163159, Riyadh 14925, Riyadh 14925
556,,561,Jana,,"PM25+CM7, Al Mathar Ash Shamali, Riyadh 12334",School,24.7010452,46.6588746, Al Mathar Ash Shamali, Al Mathar Ash Shamali
557,,562,Civil Generation Leadership Schools,,"4202 Al Madahish, Alhazm, 7385، Riyadh 14964",Private educational institution,24.5456739,46.6548409, Alhazm, Alhazm
