,Unnamed: 0.1,Unnamed: 0,School Name,Coordinates,Address,School Type,latitude,longitude,District,Address3
0,0.0,0,مدرسة أبي سعيد الخدري الابتدائية (بنين),"'24.8477562', '46.785927'","RURC2877، 2877 محمد المصيبيح، 6957، حي الرمال، RURC2877، 2877 محمد المصيبيح، 6957، حي الرمال، الرياض 13256،, Riyadh 13256",Primary school,24.8477562,46.785927,الرمال,
1,1.0,1,ابتدائية الرمال الأولى بنات,"'24.8436614', '46.7880085'",3096، 6496، الرمال، الرياض 13256،,Primary school,24.8436614,46.7880085,الرمال,
2,2.0,2,مدرسة جديدة,"'24.8430849', '46.7883099'","RURB3122, 3122 الوليد بن هشام بن معاوية، 6447، حي الرمال، RURB3122، 3122 الوليد بن هشام بن معاوية، 6447، حي الرمال،, Riyadh 13256",School,24.8430849,46.7883099,الرمال,
3,4.0,4,مدرسة النيرات النسائية لتحفيظ القرآن,"'24.8463871', '46.7880918'","RURB6821، 6821 مطرف بن طريف، 3096، حي الرمال، RURB6821، 6821 مطرف بن طريف، 3096، حي الرمال، الرياض 13256،, Riyadh 13256",School,24.8463871,46.7880918,الرمال,
4,5.0,5,مدارس إتقان التربية - الرمال,"'24.8498018', '46.7891259'","RQXV+M9R, Ar Rimal، 7180، الرمال، الرياض 13256 3205،, Riyadh",Private educational institution,24.8498018,46.7891259,الرمال,
5,9.0,9,متوسطة وثانوية بنين حي الرمال,"'24.8446708', '46.8127682'",2915 شارع فضل الله بن عبدالله الطبري، حي الرمال، الرياض 13263 7630،,School,24.8446708,46.8127682,الرمال,
6,11.0,11,Al Rriyadah Int. Schools,"'24.82303', '46.7871124'","RUMA6873، 6873 عبد العزيز النشمي، 4005، حي المونسية، الرياض 13253،, Riyadh 00966",School,24.82303,46.7871124,المونسية,
7,15.0,15,مدرسه بنات,"'24.8395897', '46.7696043'","2996، حي المونسية، 6884 رقم 298 RUMA6884, Riyadh 13255",Elementary school,24.8395897,46.7696043,المونسية,
8,18.0,18,مدارس الغد المشرق الاهليه بنات بنين,"'24.8229317', '46.7801894'","حي, 6920 قرن الفتيح، 3259، المونسية، الرياض 13253،",Cramming school,24.8229317,46.7801894,المونسية,
9,31.0,31,مدرسة البيان الابتدائية والمتوسطة الأولى,"'24.8772778', '46.8560912'","8314 عبدالرحمن بن سلامة، حي البيان، RTBC3183، 3183, Riyadh 13617",School,24.8772778,46.8560912,البيان,
10,35.0,35,مداد البيان الاهلية بنات,"'24.8041999', '46.8775003'",RSNB3606، 3606 الميناء، 8518، حي النظيم، الرياض 14813،,School,24.8041999,46.8775003,النظيم,
11,36.0,36,دار سارة الباهلي,"'24.8159141', '46.7272112'",3408 طريق الأمير محمد بن سلمان بن عبدالعزيز، قرطبة، الرياض 13247 6744،,School,24.8159141,46.7272112,قرطبة,
12,37.0,37,مدرسة ازهار البيان لتحفيظ القران الكريم,"'24.8131505', '46.8112197'","حي القادسية، RFJA3793، 3793 وادي مأرب، 6766, Riyadh 13252",Preschool,24.8131505,46.8112197,القادسية,
13,39.0,39,المدرسة التمهيدية بيان,"'24.6756667', '46.7766444'",8410، 4879 وعلان، الصفا، الرياض 12853 8410,School,24.6756667,46.7766444,الصفا,
14,40.0,40,المدرسة التمهيدية بيان,"'24.6756682', '46.7766444'",8410، 4879 وعلان، الصفا، الرياض 12853 8410,School,24.6756682,46.7766444,الصفا,
15,43.0,43,مدرسة آل حواش النسائية,"'24.6721018', '46.7828062'","2572 رقم 7، الجزيرة، الرياض 14251 6582 No. 7, Al Jazirah, Riyadh 14251",School,24.6721018,46.7828062,الجزيرة,
16,44.0,44,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
17,50.0,50,المدرسة التمهيدية بيان,"'24.6756667', '46.7766444'",8410، 4879 وعلان، الصفا، الرياض 12853 8410,School,24.6756667,46.7766444,الصفا,
18,53.0,53,مدرسة آل حواش النسائية,"'24.6721018', '46.7828062'","2572 رقم 7، الجزيرة، الرياض 14251 6582 No. 7, Al Jazirah, Riyadh 14251",School,24.6721018,46.7828062,الجزيرة,
19,57.0,57,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
20,60.0,60,المدرسة التمهيدية بيان,"'24.6756667', '46.7766444'",8410، 4879 وعلان، الصفا، الرياض 12853 8410,School,24.6756667,46.7766444,الصفا,
21,65.0,65,مدرسة آل حواش النسائية,"'24.6721018', '46.7828062'","2572 رقم 7، الجزيرة، الرياض 14251 6582 No. 7, Al Jazirah, Riyadh 14251",School,24.6721018,46.7828062,الجزيرة,
22,67.0,67,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
23,70.0,70,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
24,79.0,79,Middle School,"'24.6728337', '46.8156801'","4036 طريق ابو عبيدة عامر بن الجراح، الفيحاء، الرياض 14254 6557 Abu Oubaidah Ibn Al Jarrah, 6557, Al Fayha, Riyadh 14254",School,24.6728337,46.8156801,الفيحاء,
25,80.0,80,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
26,84.0,84,الاكحل,"'24.7337183', '46.6642862'","حي الملك فهد، RHFA6656، 6656 العليا، 2451, Riyadh 12261",High school,24.7337183,46.6642862,الملك,
27,88.0,88,Intermediate and secondary school section of the Civil Schools,"'24.6848644', '46.6693247'","7108 ال قباع، المعذر الشمالي، الرياض 12314 2646 Al Quba, 2646, Al Mathar Ash Shamali, Riyadh 12314",School,24.6848644,46.6693247,الشمالي,
28,89.0,89,بالقرب من مدرسة الوليد بن عمارة,"'24.6256519', '46.5720756'","حي ظهرة لبن، RDLB7028، 7028 سمرا، 4653, Riyadh 13781",Elementary school,24.6256519,46.5720756,ظهرة,
29,90.0,90,روضة و ابتدائية مدارس قادة الأمة بنات,"'24.6270325', '46.5666521'","4342 طيبة، حي ظهرة لبن، RDLB7048، 7048, Riyadh 13781",School,24.6270325,46.5666521,ظهرة,
30,91.0,91,بالقرب من مدرسة الوليد بن عمارة,"'24.6256519', '46.5720756'","حي ظهرة لبن، RDLB7028، 7028 سمرا، 4653, Riyadh 13781",Elementary school,24.6256519,46.5720756,ظهرة,
31,121.0,121,مدرس قدرات و تحصيلي,"'24.8008795', '46.7955938'","حي اشبيلية, RFBB8161، 8161 بحر العرب، 3169, Riyadh 13226",High school,24.8008795,46.7955938,اشبيلية,
32,124.0,124,مدرسة الفردوس,"'24.799839', '46.7999808'","RFBD3612، 3612 الركنة، 8054،، حي اشبيلية،, Riyadh 13226",School,24.799839,46.7999808,اشبيلية,
33,126.0,126,مدرسة يزن,"'24.7955344', '46.7968091'","RFBC3310، 3310 Abdallah Ibn Qais, 7582، حي اشبيلية، 3310 شارع عبدالله بن قيس، 7582، حي اشبيلية، الرياض 13226،, Riyadh 13226",School,24.7955344,46.7968091,اشبيلية,
34,131.0,131,مدرسة يزن,"'24.7955344', '46.7968091'","RFBC3310، 3310 Abdallah Ibn Qais, 7582، حي اشبيلية، 3310 شارع عبدالله بن قيس، 7582، حي اشبيلية، الرياض 13226،, Riyadh 13226",School,24.7955344,46.7968091,اشبيلية,
35,133.0,133,مدرس قدرات و تحصيلي,"'24.8008795', '46.7955938'","حي اشبيلية, RFBB8161، 8161 بحر العرب، 3169, Riyadh 13226",High school,24.8008795,46.7955938,اشبيلية,
36,142.0,142,مدرسة يزن,"'24.7955344', '46.7968091'","RFBC3310، 3310 Abdallah Ibn Qais, 7582، حي اشبيلية، 3310 شارع عبدالله بن قيس، 7582، حي اشبيلية، الرياض 13226،, Riyadh 13226",School,24.7955344,46.7968091,اشبيلية,
37,143.0,143,F6S,"'24.790718', '46.7985038'","RFBB7034، 3468 Al Mouharabi، حي اشبيلية، 7034, Riyadh 13226",High school,24.790718,46.7985038,اشبيلية,
38,148.0,148,مدرس قدرات و تحصيلي,"'24.8008795', '46.7955938'","حي اشبيلية, RFBB8161، 8161 بحر العرب، 3169, Riyadh 13226",High school,24.8008795,46.7955938,اشبيلية,
39,151.0,151,F6S,"'24.790718', '46.7985038'","RFBB7034، 3468 Al Mouharabi، حي اشبيلية، 7034, Riyadh 13226",High school,24.790718,46.7985038,اشبيلية,
40,152.0,152,مدرسة يزن,"'24.7955344', '46.7968091'","RFBC3310، 3310 Abdallah Ibn Qais, 7582، حي اشبيلية، 3310 شارع عبدالله بن قيس، 7582، حي اشبيلية، الرياض 13226،, Riyadh 13226",School,24.7955344,46.7968091,اشبيلية,
41,156.0,156,Kids Saray International School,"'24.7903508', '46.7981833'","RFBB6997, 6997 Al Bahar Al Mayyit, 3451، حي اشبيلية، Riyadh 13226",School,24.7903508,46.7981833,اشبيلية,
42,165.0,165,مدرسة الرسالة,"'24.582873', '46.6448298'","3513 Badi Az Zaman Al Hamadhani، حي الزهرة، RIZB8416، 8416, Riyadh 12983",High school,24.582873,46.6448298,الزهرة,
43,166.0,166,مدرسة الرسالة,"'24.582145', '46.6454526'",8321 عبدالرحمن الظفري، الزهرة، الرياض 12983 3549،,School,24.582145,46.6454526,الزهرة,
44,168.0,168,Al Rriyadah Int. Schools,"'24.82303', '46.7871124'","RUMA6873، 6873 عبد العزيز النشمي، 4005، حي المونسية، الرياض 13253،, Riyadh 00966",School,24.82303,46.7871124,المونسية,
45,174.0,174,الرياض,"'24.8104124', '46.7884847'","حي اليرموك، RFYB3303، 3303 العرابة، 7285, Riyadh 13251",School,24.8104124,46.7884847,اليرموك,
46,175.0,175,Al Rriyadah Int. Schools,"'24.82303', '46.7871124'","RUMA6873، 6873 عبد العزيز النشمي، 4005، حي المونسية، الرياض 13253،, Riyadh 00966",School,24.82303,46.7871124,المونسية,
47,177.0,177,مدرسة الرسالة,"'24.582873', '46.6448298'","3513 Badi Az Zaman Al Hamadhani، حي الزهرة، RIZB8416، 8416, Riyadh 12983",High school,24.582873,46.6448298,الزهرة,
48,178.0,178,مدرسة ليلى بنت هلال المتوسطة,"'24.8151965', '46.7998283'",2572 ابي جعفر المنصور، اليرموك، الرياض 13252 6998،,Middle school,24.8151965,46.7998283,اليرموك,
49,179.0,179,مدرسة الرسالة,"'24.582145', '46.6454526'",8321 عبدالرحمن الظفري، الزهرة، الرياض 12983 3549،,School,24.582145,46.6454526,الزهرة,
50,184.0,184,الادارة العامة مدارس رحاب المعرفة الاهلية,"'24.8152699', '46.7889374'","7837 Al Hawaselah، حي اليرموك، RFYC3351، 3351, Riyadh 13251",School,24.8152699,46.7889374,اليرموك,
51,192.0,192,مدرسه جودي,"'24.6537243', '46.7034929'","6376 Imam Abdullah Bin Faisal Bin Turki St, 3528, Al Murabba، 6376 شارع الامام عبدالله بن فيصل بن تركي، 3528، المربع، الرياض 12613،, Riyadh 12613",High school,24.6537243,46.7034929,المربع,
52,199.0,199,القزي,"'24.6561968', '46.7090996'","6652 Zarga Alyamamah، حي المربع، RCRA4111، 4111, Riyadh 12613",School,24.6561968,46.7090996,المربع,
53,203.0,203,مدرسه جودي,"'24.6537243', '46.7034929'","6376 Imam Abdullah Bin Faisal Bin Turki St, 3528, Al Murabba، 6376 شارع الامام عبدالله بن فيصل بن تركي، 3528، المربع، الرياض 12613،, Riyadh 12613",High school,24.6537243,46.7034929,المربع,
54,204.0,204,القزي,"'24.6561968', '46.7090996'","6652 Zarga Alyamamah، حي المربع، RCRA4111، 4111, Riyadh 12613",School,24.6561968,46.7090996,المربع,
55,207.0,207,مركز الجروب,"'24.6563052', '46.7092623'","6674 Zarga Alyamamah، حي المربع، RCRA4129، 4129, Riyadh 12613",School,24.6563052,46.7092623,المربع,
56,208.0,208,MODERN INTERNATIONAL SCHOOL GIRLS'S SECTION,"'24.6566767', '46.729604'","MP4H+MXC، شارع الأمير فهد بن إبراهيم، حي الملز, Al Malaz, Riyadh 12642",Elementary school,24.6566767,46.729604,الملز,
57,213.0,213,مدرسه جودي,"'24.6537243', '46.7034929'","6376 Imam Abdullah Bin Faisal Bin Turki St, 3528, Al Murabba، 6376 شارع الامام عبدالله بن فيصل بن تركي، 3528، المربع، الرياض 12613،, Riyadh 12613",High school,24.6537243,46.7034929,المربع,
58,214.0,214,مدرسة الارقم,"'24.7867651', '46.7364259'","RFDB3465، 3465 شهيد الدين ثم الوطن ظافر عبدالله النفي، 7186، حي الشهداء،, Riyadh 13241،",High school,24.7867651,46.7364259,الشهداء,
59,215.0,215,ساحة الابتدائي,"'24.7858841', '46.7379273'",RFDB3624، 3624 محمد عتيق المطيري، 7124، حي الشهداء، الرياض 13241،,School,24.7858841,46.7379273,الشهداء,
60,216.0,216,ساحه المتوسط والثانوي,"'24.7863437', '46.7376051'",RFDB3624، 3624 محمد عتيق المطيري، 7124، حي الشهداء، الرياض 13241،,School,24.7863437,46.7376051,الشهداء,
61,221.0,221,مدرسه جودي,"'24.6537243', '46.7034929'","6376 Imam Abdullah Bin Faisal Bin Turki St, 3528, Al Murabba، 6376 شارع الامام عبدالله بن فيصل بن تركي، 3528، المربع، الرياض 12613،, Riyadh 12613",High school,24.6537243,46.7034929,المربع,
62,227.0,227,مجمع مدارس,"'24.8004221', '46.7498169'","3034 Baalbeck، حي غرناطة، RFGA7937، 7937, Riyadh 13242",School,24.8004221,46.7498169,غرناطة,
63,229.0,229,القزي,"'24.6561968', '46.7090996'","6652 Zarga Alyamamah، حي المربع، RCRA4111، 4111, Riyadh 12613",School,24.6561968,46.7090996,المربع,
64,232.0,232,My school,"'24.796324', '46.767112'","RFYA6574 2961،, حي اليرموك, 6574 Al Liwa, Riyadh 13243",School,24.796324,46.767112,اليرموك,
65,237.0,237,جابر سجل فاول وسكتهم,"'24.8049253', '46.7906007'","RFYA6684، 3512 Al Maali، حي اليرموك، 6684, Riyadh 13251",Primary school,24.8049253,46.7906007,اليرموك,
66,242.0,242,الخليج,"'24.81896', '46.8021113'","Al Qadisiyyah، RFJA7407، 7407 الشيخ جابر الاحمد الصباح، 2867، حي القادسية, Riyadh 13252",Elementary school,24.81896,46.8021113,القادسية,
67,246.0,246,مدرسة سندس بنت خالد الثانوية,"'24.8207228', '46.8115566'",3802 وادي الصمان، القادسية، الرياض 13252 7640,School,24.8207228,46.8115566,القادسية,
68,247.0,247,مدرسة أم كعب الانصارية للطفولة المبكرة.,"'24.8177945', '46.8119083'",3790، القادسية، الرياض 13252 7225،,Elementary school,24.8177945,46.8119083,القادسية,
69,248.0,248,مدارس اب خلدون,"'24.8174999', '46.8126527'","حي القادسية، RFJA7232، 7232 وادي الشرف، 3934, Riyadh 13252",Middle school,24.8174999,46.8126527,القادسية,
70,249.0,249,مدرسة روضه وتمهيدي اقراء ودار تحفيظ,"'24.8267649', '46.811098'",RFJC3754، 3754 وادي المعيدن، 8252، حي القادسية، الرياض 13252،,Preschool,24.8267649,46.811098,القادسية,
71,255.0,255,بشير للنقل المدرسي,"'24.8120745', '46.8731865'","7192، 4195، الجنادرية، الرياض 13612،, Riyadh 13612",Primary school,24.8120745,46.8731865,الجنادرية,
72,259.0,259,مدرسة الجنادرية الإبتدائية الاولى للبنات,"'24.8387497', '46.8811663'","حي الجنادرية, RTJD2817، 2817 رقم 91، 7110, Riyadh 13613",Elementary school,24.8387497,46.8811663,الجنادرية,
73,268.0,268,روضة حي النظيم,"'24.8151064', '46.881454'",7607، 2623 الاشعاب، النظيم، الرياض 14814 7607، 14814,School,24.8151064,46.881454,النظيم,
74,271.0,271,موقع مشروع مدارس الجيل الجديد -حي الحمراء,"'24.7727889', '46.7653595'","حي الحمراء، 6591 خفاف التميمي، RFHA6591، 3739, Riyadh 13217",School,24.7727889,46.7653595,الحمراء,
75,272.0,272,مدرسة ٢٤٣,"'24.7698127', '46.760146'","3213 Ali al Qabisi، حي الحمراء، RFHA6238، 6238, Riyadh 13217",Elementary school,24.7698127,46.760146,الحمراء,
76,276.0,276,بشير للنقل المدرسي,"'24.8120745', '46.8731865'","7192، 4195، الجنادرية، الرياض 13612،, Riyadh 13612",Primary school,24.8120745,46.8731865,الجنادرية,
77,283.0,283,مدرس قدرات و تحصيلي,"'24.8008795', '46.7955938'","حي اشبيلية, RFBB8161، 8161 بحر العرب، 3169, Riyadh 13226",High school,24.8008795,46.7955938,اشبيلية,
78,285.0,285,Ishbiliyah Elementary School,"'24.7960619', '46.7355634'",8203، 3363 عبدالله صنات براك المرشدي، الشهداء، الرياض 13241,School,24.7960619,46.7355634,الشهداء,
79,288.0,288,مدرسة يزن,"'24.7955344', '46.7968091'","RFBC3310، 3310 Abdallah Ibn Qais, 7582، حي اشبيلية، 3310 شارع عبدالله بن قيس، 7582، حي اشبيلية، الرياض 13226،, Riyadh 13226",School,24.7955344,46.7968091,اشبيلية,
80,299.0,299,75th High School for Girls,"'24.7559512', '46.7462643'",2764، 7751 عمارة البغدادي، القدس، الرياض 13214 2764,School,24.7559512,46.7462643,القدس,
81,303.0,303,ابتدائية ٢٩٥ الجديدة,"'24.7625054', '46.7665278'","حي, 7702 الشهاب النشوي، الملك فيصل، الرياض 13215 2779،",Elementary school,24.7625054,46.7665278,فيصل,
82,305.0,305,مجمع مدارس تحفيظ القرآن الكريم السابعة,"'24.7622532', '46.7667007'","حي, 7702, 2779 الشهاب النشوي، الملك فيصل، الرياض،",School,24.7622532,46.7667007,فيصل,
83,307.0,307,مدارس التميز الأهلية,"'24.758842', '46.7844003'","4589 Muhammad Ibn Othaimin، حي الملك فيصل، RFFA7351، 7351, Riyadh 13215",Primary school,24.758842,46.7844003,الملك,
84,314.0,314,دخول الابتدائي,"'24.7616607', '46.7871518'","RFKA6554، 6554 خالد السدوسي، 3104، حي الخليج،, Riyadh 13223،",School,24.7616607,46.7871518,الخليج,
85,321.0,321,Arafat Primary School,"'24.741544', '46.7621528'","PQR6+JX8, Amro Ibn Maad Yakreb, حي الروضة, Riyadh 13213",Elementary school,24.741544,46.7621528,الروضة,
86,332.0,332,حدن 503,"'24.745331', '46.7884864'",7655 ابن اجروم، الاندلس، الرياض 13212 3453،، الاندلس، الرياض 13212،,Middle school,24.745331,46.7884864,الاندلس,
87,333.0,333,المتوسطة الثانية و الستون بعد المائة,"'24.7408051', '46.7901707'",3609 معاوية بن حذيفة، 7153، الاندلس، الرياض 13212،,Middle school,24.7408051,46.7901707,الاندلس,
88,344.0,344,ابتدائية طلحة بن مصرف للبنات,"'24.7604736', '46.8306823'","حي النهضة, RFNA7121، 7121 البواطن، 4402, Riyadh 13222",Elementary school,24.7604736,46.8306823,النهضة,
89,347.0,347,الروضة 28 بنات,"'24.7472332', '46.800119'","PRW2+V5V, Shafi Ibn Salih, حي النهضة، Riyadh 13221",School,24.7472332,46.800119,النهضة,
90,349.0,349,مدرسة طلحة بن مصرف الابتدائية,"'24.7612404', '46.8218524'","3103 حمد بن فريان، النهضة، الرياض 13222 6427 Hamad Ibn Fariyan, 6427, An Nahdah, Riyadh 13222",مدرسة ابتدائية,24.7612404,46.8218524,النهضة,
91,352.0,352,مدرسة ابن عبد ربه الأندلسي الإبتدائية,"'24.7799209', '46.8470848'","7675، حي المعيزيلة، الرياض 13232 4246, Riyadh 13232",School,24.7799209,46.8470848,المعيزيلة,
92,363.0,363,ابتدائية عبدالله بن الحارث بالندوة,"'24.7922304', '46.8636755'",2287 رقم 5، حي الندوة، الرياض 14813 7215،,Primary school,24.7922304,46.8636755,الندوة,
93,364.0,364,المدرسه,"'24.7959881', '46.8784953'","RSRA3725، 3725 Ar Rayah, 7607, Al Nadwa، RSRA3725، 3725 الرايه، 7607، حي الندوة، الرياض 14813،, Riyadh 14813",High school,24.7959881,46.8784953,الندوة,
94,366.0,366,مدرسة ٣٣٣ الجديدة,"'24.7847502', '46.8786712'",3722، حي الندوة، الرياض 14813 6385،,Elementary school,24.7847502,46.8786712,الندوة,
95,367.0,367,مدرسة 333 الابتدائية بنات,"'24.7847502', '46.8786712'",3722، حي الندوة، الرياض 14813 6385،، حي الندوة، الرياض 14813،,Primary school,24.7847502,46.8786712,الندوة,
96,375.0,375,المدرسه,"'24.7959881', '46.8784953'","RSRA3725، 3725 Ar Rayah, 7607, Al Nadwa، RSRA3725، 3725 الرايه، 7607، حي الندوة، الرياض 14813،, Riyadh 14813",High school,24.7959881,46.8784953,الندوة,
97,376.0,376,Al Rabwah Primary School,"'24.6903761', '46.7695003'","3540 نجم الدين الأيوبي، الربوة، الرياض 12835 7960 Najm Ad Din Al Ayyubi, 7960, Ar Rabwah, Riyadh 12835",Elementary school,24.6903761,46.7695003,الربوة,
98,380.0,380,مدرسة حي الريان للطفولة المبكرة,"'24.714861', '46.7713969'","3006 عيون المناهل، حي الريان، RQRB8244، 8244, Riyadh 14211",Primary school,24.714861,46.7713969,الريان,
99,388.0,388,مدارس التربية النموذجية - الابتدائي بنات,"'24.7108561', '46.7758778'","3386 الامير ماجد بن عبدالعزيز - الريان، الرياض 14211 - 7748, Riyadh",Primary school,24.7108561,46.7758778,الريان,
100,389.0,389,مدارس التربية النموذجية - الثانوية بنات,"'24.711197', '46.7763773'","3530 الامير ماجد بن عبدالعزيز - الريان، الرياض 14211 - 7838, Riyadh",School,24.711197,46.7763773,الريان,
101,391.0,391,School van,"'24.7266785', '46.7859305'","2244 Al Aqib Al Musawafi, حي المنار, RQMA7548, 7548, Riyadh 14221",School,24.7266785,46.7859305,المنار,
102,399.0,399,مدارس السعودية ( تمهيدي ),"'24.7293507', '46.7874917'",7845 كوالالمبور، المنار، الرياض 14221 2434،,School,24.7293507,46.7874917,المنار,
103,400.0,400,مدرسة عبدالله شباب العتيبي,"'24.7316335', '46.8051813'","حي النسيم الغربي، RQNB8126، 8126 محمد بن عثمان الحازمي، 4232, Riyadh 14223",School,24.7316335,46.8051813,النسيم,
104,404.0,404,مدارس براعم الرياحين الاهلية,"'24.7324747', '46.8098906'",RQNE6791، 6791 عبدالله بن مسعود، 2662، حي النسيم الغربي، الرياض 14231،,Elementary school,24.7324747,46.8098906,النسيم,
105,406.0,406,مدارس دار المعرفة الأهلية للبنين و البنات,"'24.7359853', '46.8083753'","7172 Umar Ibn Rubian، 2493 عمر بن ربيعان، النسيم الغربي، الرياض 14231, Riyadh",School,24.7359853,46.8083753,الغربي,
106,412.0,412,مدارس رياض الموحد الأهلية,"'24.7275977', '46.8379265'","حي النسيم حسان بن ثابت مقابل البنك السعودي للاستثمار, Riyadh 11314",Educational institution,24.7275977,46.8379265,النسيم,
107,415.0,415,١٦٢,"'24.7422679', '46.834917'","حي, 3525 ابي الحسن بن ابي المكارم، 6662، النسيم الشرقي، الرياض 14241،",Elementary school,24.7422679,46.834917,الشرقي,
108,416.0,416,مدرسه محمد الاحمد,"'24.7431796', '46.8343143'","3467 Ibn Khalkan، حي النسيم الشرقي، RQNB6768، 6768, Riyadh 14241",School,24.7431796,46.8343143,النسيم,
109,429.0,429,مدرسة جوري ١٦٠,"'24.7228976', '46.8209924'",2638 النسائي، النسيم الغربي، الرياض 14233 8195،,School,24.7228976,46.8209924,الغربي,
110,431.0,431,مدرسة التربية النموذجية الروابي دولي,"'24.703697', '46.7948113'","الواحة، 4187، حي الروابي، RQWA8636، 8636, Riyadh 14214",School,24.703697,46.7948113,الروابي,
111,433.0,433,العمل الروابي,"'24.7032063', '46.7946335'",Unnamed Road، الروابي، الرياض 14214،,School,24.7032063,46.7946335,الروابي,
112,437.0,437,241 primary school,"'24.7007597', '46.7921332'","3839, 8368 الدولة، الروابي، الرياض 14214،",Primary school,24.7007597,46.7921332,الروابي,
113,438.0,438,القسم الدولي مدارس التربية النموذجية,"'24.7029437', '46.7938259'","4105 Al Wahah، حي الروابي، 8578, Riyadh 14214",School,24.7029437,46.7938259,الروابي,
114,442.0,442,مدرسة الرؤية العالمية,"'24.6987528', '46.8109905'","RQSA3699، 6653 Yazid Al Qasri، حي السلام، 3699, Riyadh 14226",Preschool,24.6987528,46.8109905,السلام,
115,445.0,445,مدرسة الربيع بن مسلم الابتدائية,"'24.7057074', '46.8164673'",7393 الغاط، حي السلام، الرياض 14227 4256،,Primary school,24.7057074,46.8164673,السلام,
116,449.0,449,برنامج الرياحين فرع السلام بنات,"'24.7141924', '46.8040632'","2969 القرية الشرقية، حي السلام، الرياض 14224،, Riyadh",Religious school,24.7141924,46.8040632,السلام,
117,451.0,451,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
118,453.0,453,109 Secondary Girls,"'24.6791489', '46.7939026'","Al Jazirah, حي شارع رقم 5, Riyadh",High school,24.6791489,46.7939026,شارع,
119,458.0,458,72793,"'24.6696827', '46.7896934'","3244 رقم 10، حي الجزيرة، RQJA6332، 6332, Riyadh 14252",High school,24.6696827,46.7896934,الجزيرة,
120,464.0,464,مركز جيل الإبداع لضيافة الاطفال الاهلية . رواد المستقبل,"'24.679384', '46.8246133'","RQFA7292، 4911 Abian، حي الفيحاء، 7292, Riyadh 14254",Elementary school,24.679384,46.8246133,الفيحاء,
121,465.0,465,183 Elementary School,"'24.6764408', '46.8198479'","4461 الطيبة، الفيحاء، الرياض 14254 6968 Al Taibah, 6968, Al Fayha, Riyadh 14254",School,24.6764408,46.8198479,الفيحاء,
122,467.0,467,مدرسة ١٨٣الابتدائيه,"'24.6768699', '46.8195067'",6972 ابراهيم الامام، الفيحاء، الرياض 14254 4359،,Primary school,24.6768699,46.8195067,الفيحاء,
123,469.0,469,ثانوية الملك عبدالله,"'24.6752153', '46.8154549'",4029 شارع المجاهدين، الفيحاء، الرياض 14254 6814،,School,24.6752153,46.8154549,الفيحاء,
124,470.0,470,مجمع مدارس,"'24.6974512', '46.834945'",3865 شارع صالح بن علي سروجي، حي السعادة، الرياض 14255 8205،,School,24.6974512,46.834945,السعادة,
125,477.0,477,مدارس,"'24.709689', '46.8477246'","RQAB7669، 7669 الصبان، 3382،، حي السعادة،, Riyadh 14257،",Middle school,24.709689,46.8477246,السعادة,
126,481.0,481,ثانوية الملك عبدالله,"'24.6752153', '46.8154549'",4029 شارع المجاهدين، الفيحاء، الرياض 14254 6814،,School,24.6752153,46.8154549,الفيحاء,
127,488.0,488,مدرسة الضحاك بن سفيان الابتدائية,"'24.6641577', '46.866839'",3136، خشم العان، الرياض 14285 7045،,School,24.6641577,46.866839,العان,
128,491.0,491,عثيم السلي,"'24.6743924', '46.8407921'","7429 Muhammad Ibn Al Bashir، حي السلي، RQYA3425، 3425, Riyadh 14266",Special education school,24.6743924,46.8407921,السلي,
129,495.0,495,مدرسة الضحاك بن سفيان الابتدائية,"'24.6641577', '46.866839'",3136، خشم العان، الرياض 14285 7045،,School,24.6641577,46.866839,العان,
130,502.0,502,مدرسة الضحاك بن سفيان الابتدائية,"'24.6641577', '46.866839'",3136، خشم العان، الرياض 14285 7045،,School,24.6641577,46.866839,العان,
131,506.0,506,مركز جيل الإبداع لضيافة الاطفال الاهلية . رواد المستقبل,"'24.679384', '46.8246133'","RQFA7292، 4911 Abian، حي الفيحاء، 7292, Riyadh 14254",Elementary school,24.679384,46.8246133,الفيحاء,
132,512.0,512,مدرسة حي البرية الابتدائية ٣٤٧,"'24.5626466', '46.9023323'",7649، 2528 البرية، الرياض 14343,School,24.5626466,46.9023323,البرية,
133,513.0,513,مدرسة,"'24.6695284', '46.7901468'","RQJA6293، 6293 10، 3329، حي الجزيرة, Riyadh 14252",Elementary school,24.6695284,46.7901468,الجزيرة,
